---
title: Causes of Death in France from 1925 to 1999
source: The data is made available by INED <www.ined.fr> at
  <https://www.ined.fr/en/everything_about_population/data/online-databases/death_causes_since_1925/>
  The original data authors are Jacques Vallin <vallin@ined.fr> and France
  Meslé <mesle@ined.fr>.
variables:
    year : period calendar year
    sex  : -
    age  : age groups in years [a, b]
    cod  : cause of death category (ICD-9 code)
    dx   : number of deaths
note: The data was downloaded in June 2014 in the form of `html` tables made
  availabe by the INED web interface. It was then converted into `.csv` format
  and aggregated into the current form.
author: Jonas Schöley <jonas.schoeley@kolabnow.com>
date: 2015-08-19
...

year,sex,age,cod,dx
1986,female,55-59,460*-519*,242
1987,female,55-59,460*-519*,188
1988,female,55-59,460*-519*,197
1989,female,55-59,460*-519*,212
1990,female,55-59,460*-519*,192
1991,female,55-59,460*-519*,172
1992,female,55-59,460*-519*,186
1993,female,55-59,460*-519*,210
1994,female,55-59,460*-519*,170
1995,female,55-59,460*-519*,166
1996,female,55-59,460*-519*,147
1997,female,55-59,460*-519*,167
1998,female,55-59,460*-519*,163
1999,female,55-59,460*-519*,172
1925,female,60-64,460*-519*,2507
1926,female,60-64,460*-519*,2750
1927,female,60-64,460*-519*,3241
1928,female,60-64,460*-519*,2782
1929,female,60-64,460*-519*,3734
1930,female,60-64,460*-519*,2424
1931,female,60-64,460*-519*,2576
1932,female,60-64,460*-519*,2221
1933,female,60-64,460*-519*,2387
1934,female,60-64,460*-519*,1972
1935,female,60-64,460*-519*,2185
1936,female,60-64,460*-519*,1957
1937,female,60-64,460*-519*,2138
1938,female,60-64,460*-519*,2177
1939,female,60-64,460*-519*,1921
1940,female,60-64,460*-519*,2698
1941,female,60-64,460*-519*,1670
1942,female,60-64,460*-519*,1673
1943,female,60-64,460*-519*,1564
1944,female,60-64,460*-519*,1965
1945,female,60-64,460*-519*,1549
1946,female,60-64,460*-519*,1221
1947,female,60-64,460*-519*,1002
1948,female,60-64,460*-519*,925
1949,female,60-64,460*-519*,1375
1950,female,60-64,460*-519*,997
1951,female,60-64,460*-519*,1285
1952,female,60-64,460*-519*,783
1953,female,60-64,460*-519*,1202
1954,female,60-64,460*-519*,785
1955,female,60-64,460*-519*,816
1956,female,60-64,460*-519*,770
1957,female,60-64,460*-519*,1026
1958,female,60-64,460*-519*,616
1959,female,60-64,460*-519*,711
1960,female,60-64,460*-519*,828
1961,female,60-64,460*-519*,527
1962,female,60-64,460*-519*,621
1963,female,60-64,460*-519*,699
1964,female,60-64,460*-519*,470
1965,female,60-64,460*-519*,590
1966,female,60-64,460*-519*,414
1967,female,60-64,460*-519*,450
1968,female,60-64,460*-519*,593
1969,female,60-64,460*-519*,983
1970,female,60-64,460*-519*,560
1971,female,60-64,460*-519*,468
1972,female,60-64,460*-519*,511
1973,female,60-64,460*-519*,506
1974,female,60-64,460*-519*,493
1975,female,60-64,460*-519*,401
1976,female,60-64,460*-519*,371
1977,female,60-64,460*-519*,301
1978,female,60-64,460*-519*,283
1979,female,60-64,460*-519*,195
1980,female,60-64,460*-519*,234
1981,female,60-64,460*-519*,278
1982,female,60-64,460*-519*,323
1983,female,60-64,460*-519*,392
1984,female,60-64,460*-519*,359
1985,female,60-64,460*-519*,384
1986,female,60-64,460*-519*,390
1987,female,60-64,460*-519*,348
1988,female,60-64,460*-519*,310
1989,female,60-64,460*-519*,344
1990,female,60-64,460*-519*,307
1991,female,60-64,460*-519*,338
1992,female,60-64,460*-519*,309
1993,female,60-64,460*-519*,366
1994,female,60-64,460*-519*,319
1995,female,60-64,460*-519*,314
1996,female,60-64,460*-519*,368
1997,female,60-64,460*-519*,326
1998,female,60-64,460*-519*,298
1999,female,60-64,460*-519*,306
1925,female,65-69,460*-519*,3674
1926,female,65-69,460*-519*,4023
1927,female,65-69,460*-519*,4925
1928,female,65-69,460*-519*,4480
1929,female,65-69,460*-519*,5878
1930,female,65-69,460*-519*,3883
1931,female,65-69,460*-519*,4253
1932,female,65-69,460*-519*,3561
1933,female,65-69,460*-519*,3718
1934,female,65-69,460*-519*,2907
1935,female,65-69,460*-519*,3247
1936,female,65-69,460*-519*,2807
1937,female,65-69,460*-519*,2606
1938,female,65-69,460*-519*,2755
1939,female,65-69,460*-519*,2704
1940,female,65-69,460*-519*,4212
1941,female,65-69,460*-519*,2707
1942,female,65-69,460*-519*,2791
1943,female,65-69,460*-519*,2853
1944,female,65-69,460*-519*,3493
1945,female,65-69,460*-519*,2700
1946,female,65-69,460*-519*,2174
1947,female,65-69,460*-519*,1821
1948,female,65-69,460*-519*,1558
1949,female,65-69,460*-519*,2567
1950,female,65-69,460*-519*,1805
1951,female,65-69,460*-519*,2362
1952,female,65-69,460*-519*,1538
1953,female,65-69,460*-519*,2290
1954,female,65-69,460*-519*,1465
1955,female,65-69,460*-519*,1454
1956,female,65-69,460*-519*,1492
1957,female,65-69,460*-519*,1802
1958,female,65-69,460*-519*,1143
1959,female,65-69,460*-519*,1244
1960,female,65-69,460*-519*,1515
1961,female,65-69,460*-519*,904
1962,female,65-69,460*-519*,1268
1963,female,65-69,460*-519*,1324
1964,female,65-69,460*-519*,897
1965,female,65-69,460*-519*,1170
1966,female,65-69,460*-519*,853
1967,female,65-69,460*-519*,908
1968,female,65-69,460*-519*,1105
1969,female,65-69,460*-519*,1674
1970,female,65-69,460*-519*,1078
1971,female,65-69,460*-519*,968
1972,female,65-69,460*-519*,892
1973,female,65-69,460*-519*,970
1974,female,65-69,460*-519*,882
1975,female,65-69,460*-519*,764
1976,female,65-69,460*-519*,775
1977,female,65-69,460*-519*,641
1978,female,65-69,460*-519*,669
1979,female,65-69,460*-519*,578
1980,female,65-69,460*-519*,554
1981,female,65-69,460*-519*,562
1982,female,65-69,460*-519*,427
1983,female,65-69,460*-519*,455
1984,female,65-69,460*-519*,338
1985,female,65-69,460*-519*,409
1986,female,65-69,460*-519*,468
1987,female,65-69,460*-519*,459
1988,female,65-69,460*-519*,512
1989,female,65-69,460*-519*,621
1990,female,65-69,460*-519*,558
1991,female,65-69,460*-519*,552
1992,female,65-69,460*-519*,592
1993,female,65-69,460*-519*,624
1994,female,65-69,460*-519*,545
1995,female,65-69,460*-519*,602
1996,female,65-69,460*-519*,636
1997,female,65-69,460*-519*,641
1998,female,65-69,460*-519*,641
1999,female,65-69,460*-519*,615
1925,female,70-74,460*-519*,5436
1926,female,70-74,460*-519*,5812
1927,female,70-74,460*-519*,7135
1928,female,70-74,460*-519*,6134
1929,female,70-74,460*-519*,8497
1930,female,70-74,460*-519*,6044
1931,female,70-74,460*-519*,7471
1932,female,70-74,460*-519*,6616
1933,female,70-74,460*-519*,6999
1934,female,70-74,460*-519*,5796
1935,female,70-74,460*-519*,6163
1936,female,70-74,460*-519*,5866
1937,female,70-74,460*-519*,5425
1938,female,70-74,460*-519*,5139
1939,female,70-74,460*-519*,4893
1940,female,70-74,460*-519*,7588
1941,female,70-74,460*-519*,5043
1942,female,70-74,460*-519*,5296
1943,female,70-74,460*-519*,5174
1944,female,70-74,460*-519*,6441
1945,female,70-74,460*-519*,5127
1946,female,70-74,460*-519*,4319
1947,female,70-74,460*-519*,4092
1948,female,70-74,460*-519*,3529
1949,female,70-74,460*-519*,5519
1950,female,70-74,460*-519*,3823
1951,female,70-74,460*-519*,4893
1952,female,70-74,460*-519*,2870
1953,female,70-74,460*-519*,4233
1954,female,70-74,460*-519*,2692
1955,female,70-74,460*-519*,2675
1956,female,70-74,460*-519*,2979
1957,female,70-74,460*-519*,3371
1958,female,70-74,460*-519*,2249
1959,female,70-74,460*-519*,2471
1960,female,70-74,460*-519*,2710
1961,female,70-74,460*-519*,1801
1962,female,70-74,460*-519*,2259
1963,female,70-74,460*-519*,2477
1964,female,70-74,460*-519*,1715
1965,female,70-74,460*-519*,2081
1966,female,70-74,460*-519*,1624
1967,female,70-74,460*-519*,1840
1968,female,70-74,460*-519*,2025
1969,female,70-74,460*-519*,2987
1970,female,70-74,460*-519*,1886
1971,female,70-74,460*-519*,1558
1972,female,70-74,460*-519*,1703
1973,female,70-74,460*-519*,1912
1974,female,70-74,460*-519*,1601
1975,female,70-74,460*-519*,1602
1976,female,70-74,460*-519*,1470
1977,female,70-74,460*-519*,1264
1978,female,70-74,460*-519*,1326
1979,female,70-74,460*-519*,1147
1980,female,70-74,460*-519*,1164
1981,female,70-74,460*-519*,1163
1982,female,70-74,460*-519*,1076
1983,female,70-74,460*-519*,1183
1984,female,70-74,460*-519*,1035
1985,female,70-74,460*-519*,997
1986,female,70-74,460*-519*,997
1987,female,70-74,460*-519*,711
1988,female,70-74,460*-519*,718
1989,female,70-74,460*-519*,629
1990,female,70-74,460*-519*,711
1991,female,70-74,460*-519*,763
1992,female,70-74,460*-519*,935
1993,female,70-74,460*-519*,1024
1994,female,70-74,460*-519*,1056
1995,female,70-74,460*-519*,1104
1996,female,70-74,460*-519*,1137
1997,female,70-74,460*-519*,1114
1998,female,70-74,460*-519*,1153
1999,female,70-74,460*-519*,1087
1925,female,75-79,460*-519*,6497
1926,female,75-79,460*-519*,6979
1927,female,75-79,460*-519*,8964
1928,female,75-79,460*-519*,7281
1929,female,75-79,460*-519*,10045
1930,female,75-79,460*-519*,5676
1931,female,75-79,460*-519*,7191
1932,female,75-79,460*-519*,6060
1933,female,75-79,460*-519*,6527
1934,female,75-79,460*-519*,5484
1935,female,75-79,460*-519*,6025
1936,female,75-79,460*-519*,5771
1937,female,75-79,460*-519*,5337
1938,female,75-79,460*-519*,5341
1939,female,75-79,460*-519*,5156
1940,female,75-79,460*-519*,8333
1941,female,75-79,460*-519*,5583
1942,female,75-79,460*-519*,5902
1943,female,75-79,460*-519*,5665
1944,female,75-79,460*-519*,6983
1945,female,75-79,460*-519*,5419
1946,female,75-79,460*-519*,4277
1947,female,75-79,460*-519*,4189
1948,female,75-79,460*-519*,3612
1949,female,75-79,460*-519*,6111
1950,female,75-79,460*-519*,4312
1951,female,75-79,460*-519*,6029
1952,female,75-79,460*-519*,4354
1953,female,75-79,460*-519*,7019
1954,female,75-79,460*-519*,4169
1955,female,75-79,460*-519*,4288
1956,female,75-79,460*-519*,4661
1957,female,75-79,460*-519*,4903
1958,female,75-79,460*-519*,3549
1959,female,75-79,460*-519*,3883
1960,female,75-79,460*-519*,4524
1961,female,75-79,460*-519*,2977
1962,female,75-79,460*-519*,4025
1963,female,75-79,460*-519*,4329
1964,female,75-79,460*-519*,2853
1965,female,75-79,460*-519*,3730
1966,female,75-79,460*-519*,2772
1967,female,75-79,460*-519*,2922
1968,female,75-79,460*-519*,3382
1969,female,75-79,460*-519*,3857
1970,female,75-79,460*-519*,2842
1971,female,75-79,460*-519*,2685
1972,female,75-79,460*-519*,2679
1973,female,75-79,460*-519*,3181
1974,female,75-79,460*-519*,2652
1975,female,75-79,460*-519*,2617
1976,female,75-79,460*-519*,2688
1977,female,75-79,460*-519*,2235
1978,female,75-79,460*-519*,2466
1979,female,75-79,460*-519*,2005
1980,female,75-79,460*-519*,2115
1981,female,75-79,460*-519*,2332
1982,female,75-79,460*-519*,1867
1983,female,75-79,460*-519*,2264
1984,female,75-79,460*-519*,1903
1985,female,75-79,460*-519*,2028
1986,female,75-79,460*-519*,2140
1987,female,75-79,460*-519*,1789
1988,female,75-79,460*-519*,1876
1989,female,75-79,460*-519*,1899
1990,female,75-79,460*-519*,1892
1991,female,75-79,460*-519*,1624
1992,female,75-79,460*-519*,1498
1993,female,75-79,460*-519*,1416
1994,female,75-79,460*-519*,1185
1995,female,75-79,460*-519*,1344
1996,female,75-79,460*-519*,1674
1997,female,75-79,460*-519*,1812
1998,female,75-79,460*-519*,2009
1999,female,75-79,460*-519*,2190
1925,female,80-84,460*-519*,5362
1926,female,80-84,460*-519*,5801
1927,female,80-84,460*-519*,7219
1928,female,80-84,460*-519*,5933
1929,female,80-84,460*-519*,8345
1930,female,80-84,460*-519*,5327
1931,female,80-84,460*-519*,7026
1932,female,80-84,460*-519*,6026
1933,female,80-84,460*-519*,6652
1934,female,80-84,460*-519*,5249
1935,female,80-84,460*-519*,5832
1936,female,80-84,460*-519*,5451
1937,female,80-84,460*-519*,4890
1938,female,80-84,460*-519*,5308
1939,female,80-84,460*-519*,5331
1940,female,80-84,460*-519*,9166
1941,female,80-84,460*-519*,6618
1942,female,80-84,460*-519*,6991
1943,female,80-84,460*-519*,6660
1944,female,80-84,460*-519*,8264
1945,female,80-84,460*-519*,6482
1946,female,80-84,460*-519*,5658
1947,female,80-84,460*-519*,5662
1948,female,80-84,460*-519*,4843
1949,female,80-84,460*-519*,7907
1950,female,80-84,460*-519*,5501
1951,female,80-84,460*-519*,7088
1952,female,80-84,460*-519*,4573
1953,female,80-84,460*-519*,7525
1954,female,80-84,460*-519*,4647
1955,female,80-84,460*-519*,5030
1956,female,80-84,460*-519*,5852
1957,female,80-84,460*-519*,5708
1958,female,80-84,460*-519*,4624
1959,female,80-84,460*-519*,4952
1960,female,80-84,460*-519*,5616
1961,female,80-84,460*-519*,3941
1962,female,80-84,460*-519*,5267
1963,female,80-84,460*-519*,5764
1964,female,80-84,460*-519*,3792
1965,female,80-84,460*-519*,5282
1966,female,80-84,460*-519*,3791
1967,female,80-84,460*-519*,4305
1968,female,80-84,460*-519*,4829
1969,female,80-84,460*-519*,4167
1970,female,80-84,460*-519*,3480
1971,female,80-84,460*-519*,3752
1972,female,80-84,460*-519*,3512
1973,female,80-84,460*-519*,4239
1974,female,80-84,460*-519*,3580
1975,female,80-84,460*-519*,3663
1976,female,80-84,460*-519*,3783
1977,female,80-84,460*-519*,3209
1978,female,80-84,460*-519*,3809
1979,female,80-84,460*-519*,2966
1980,female,80-84,460*-519*,3148
1981,female,80-84,460*-519*,3768
1982,female,80-84,460*-519*,3113
1983,female,80-84,460*-519*,3822
1984,female,80-84,460*-519*,3018
1985,female,80-84,460*-519*,3533
1986,female,80-84,460*-519*,3734
1987,female,80-84,460*-519*,3105
1988,female,80-84,460*-519*,3150
1989,female,80-84,460*-519*,3408
1990,female,80-84,460*-519*,3619
1991,female,80-84,460*-519*,3278
1992,female,80-84,460*-519*,3439
1993,female,80-84,460*-519*,3680
1994,female,80-84,460*-519*,3352
1995,female,80-84,460*-519*,3332
1996,female,80-84,460*-519*,3210
1997,female,80-84,460*-519*,2981
1998,female,80-84,460*-519*,2553
1999,female,80-84,460*-519*,2254
1925,female,85-89,460*-519*,2468
1926,female,85-89,460*-519*,2693
1927,female,85-89,460*-519*,3575
1928,female,85-89,460*-519*,2932
1929,female,85-89,460*-519*,4067
1930,female,85-89,460*-519*,2518
1931,female,85-89,460*-519*,3488
1932,female,85-89,460*-519*,2816
1933,female,85-89,460*-519*,3198
1934,female,85-89,460*-519*,2546
1935,female,85-89,460*-519*,3014
1936,female,85-89,460*-519*,2865
1937,female,85-89,460*-519*,2675
1938,female,85-89,460*-519*,2903
1939,female,85-89,460*-519*,2839
1940,female,85-89,460*-519*,5027
1941,female,85-89,460*-519*,3478
1942,female,85-89,460*-519*,3571
1943,female,85-89,460*-519*,3279
1944,female,85-89,460*-519*,4304
1945,female,85-89,460*-519*,3425
1946,female,85-89,460*-519*,3034
1947,female,85-89,460*-519*,3135
1948,female,85-89,460*-519*,2765
1949,female,85-89,460*-519*,4695
1950,female,85-89,460*-519*,3240
1951,female,85-89,460*-519*,4466
1952,female,85-89,460*-519*,3258
1953,female,85-89,460*-519*,5166
1954,female,85-89,460*-519*,3246
1955,female,85-89,460*-519*,3573
1956,female,85-89,460*-519*,3848
1957,female,85-89,460*-519*,4102
1958,female,85-89,460*-519*,3259
1959,female,85-89,460*-519*,3664
1960,female,85-89,460*-519*,4507
1961,female,85-89,460*-519*,3289
1962,female,85-89,460*-519*,4558
1963,female,85-89,460*-519*,5057
1964,female,85-89,460*-519*,3346
1965,female,85-89,460*-519*,4548
1966,female,85-89,460*-519*,3502
1967,female,85-89,460*-519*,3829
1968,female,85-89,460*-519*,4371
1969,female,85-89,460*-519*,3744
1970,female,85-89,460*-519*,3258
1971,female,85-89,460*-519*,3562
1972,female,85-89,460*-519*,3304
1973,female,85-89,460*-519*,4190
1974,female,85-89,460*-519*,3460
1975,female,85-89,460*-519*,3447
1976,female,85-89,460*-519*,4027
1977,female,85-89,460*-519*,3422
1978,female,85-89,460*-519*,3666
1979,female,85-89,460*-519*,3118
1980,female,85-89,460*-519*,3308
1981,female,85-89,460*-519*,4059
1982,female,85-89,460*-519*,3299
1983,female,85-89,460*-519*,4172
1984,female,85-89,460*-519*,3585
1985,female,85-89,460*-519*,4026
1986,female,85-89,460*-519*,4429
1987,female,85-89,460*-519*,3567
1988,female,85-89,460*-519*,3824
1989,female,85-89,460*-519*,4383
1990,female,85-89,460*-519*,4878
1991,female,85-89,460*-519*,4273
1992,female,85-89,460*-519*,4789
1993,female,85-89,460*-519*,5237
1994,female,85-89,460*-519*,4545
1995,female,85-89,460*-519*,5037
1996,female,85-89,460*-519*,5299
1997,female,85-89,460*-519*,5524
1998,female,85-89,460*-519*,5606
1999,female,85-89,460*-519*,5626
1925,female,90-94,460*-519*,690
1926,female,90-94,460*-519*,681
1927,female,90-94,460*-519*,915
1928,female,90-94,460*-519*,798
1929,female,90-94,460*-519*,1116
1930,female,90-94,460*-519*,687
1931,female,90-94,460*-519*,1005
1932,female,90-94,460*-519*,846
1933,female,90-94,460*-519*,996
1934,female,90-94,460*-519*,729
1935,female,90-94,460*-519*,902
1936,female,90-94,460*-519*,836
1937,female,90-94,460*-519*,774
1938,female,90-94,460*-519*,888
1939,female,90-94,460*-519*,870
1940,female,90-94,460*-519*,1722
1941,female,90-94,460*-519*,1129
1942,female,90-94,460*-519*,1194
1943,female,90-94,460*-519*,1081
1944,female,90-94,460*-519*,1358
1945,female,90-94,460*-519*,1027
1946,female,90-94,460*-519*,903
1947,female,90-94,460*-519*,919
1948,female,90-94,460*-519*,803
1949,female,90-94,460*-519*,1543
1950,female,90-94,460*-519*,1083
1951,female,90-94,460*-519*,1580
1952,female,90-94,460*-519*,1277
1953,female,90-94,460*-519*,2019
1954,female,90-94,460*-519*,1327
1955,female,90-94,460*-519*,1387
1956,female,90-94,460*-519*,1622
1957,female,90-94,460*-519*,1717
1958,female,90-94,460*-519*,1400
1959,female,90-94,460*-519*,1592
1960,female,90-94,460*-519*,2085
1961,female,90-94,460*-519*,1337
1962,female,90-94,460*-519*,2031
1963,female,90-94,460*-519*,2277
1964,female,90-94,460*-519*,1570
1965,female,90-94,460*-519*,2259
1966,female,90-94,460*-519*,1800
1967,female,90-94,460*-519*,2013
1968,female,90-94,460*-519*,2321
1969,female,90-94,460*-519*,2028
1970,female,90-94,460*-519*,1802
1971,female,90-94,460*-519*,2065
1972,female,90-94,460*-519*,1792
1973,female,90-94,460*-519*,2316
1974,female,90-94,460*-519*,2122
1975,female,90-94,460*-519*,2120
1976,female,90-94,460*-519*,2579
1977,female,90-94,460*-519*,2247
1978,female,90-94,460*-519*,2498
1979,female,90-94,460*-519*,2082
1980,female,90-94,460*-519*,2065
1981,female,90-94,460*-519*,2687
1982,female,90-94,460*-519*,2187
1983,female,90-94,460*-519*,2871
1984,female,90-94,460*-519*,2348
1985,female,90-94,460*-519*,2804
1986,female,90-94,460*-519*,3162
1987,female,90-94,460*-519*,2573
1988,female,90-94,460*-519*,2839
1989,female,90-94,460*-519*,3182
1990,female,90-94,460*-519*,3831
1991,female,90-94,460*-519*,3650
1992,female,90-94,460*-519*,3849
1993,female,90-94,460*-519*,4289
1994,female,90-94,460*-519*,3897
1995,female,90-94,460*-519*,4294
1996,female,90-94,460*-519*,4694
1997,female,90-94,460*-519*,5017
1998,female,90-94,460*-519*,5083
1999,female,90-94,460*-519*,5288
1925,female,95-99,460*-519*,106
1926,female,95-99,460*-519*,90
1927,female,95-99,460*-519*,125
1928,female,95-99,460*-519*,107
1929,female,95-99,460*-519*,156
1930,female,95-99,460*-519*,103
1931,female,95-99,460*-519*,159
1932,female,95-99,460*-519*,133
1933,female,95-99,460*-519*,157
1934,female,95-99,460*-519*,112
1935,female,95-99,460*-519*,140
1936,female,95-99,460*-519*,133
1937,female,95-99,460*-519*,134
1938,female,95-99,460*-519*,146
1939,female,95-99,460*-519*,153
1940,female,95-99,460*-519*,276
1941,female,95-99,460*-519*,166
1942,female,95-99,460*-519*,172
1943,female,95-99,460*-519*,150
1944,female,95-99,460*-519*,210
1945,female,95-99,460*-519*,156
1946,female,95-99,460*-519*,151
1947,female,95-99,460*-519*,157
1948,female,95-99,460*-519*,140
1949,female,95-99,460*-519*,272
1950,female,95-99,460*-519*,178
1951,female,95-99,460*-519*,255
1952,female,95-99,460*-519*,218
1953,female,95-99,460*-519*,336
1954,female,95-99,460*-519*,239
1955,female,95-99,460*-519*,263
1956,female,95-99,460*-519*,336
1957,female,95-99,460*-519*,335
1958,female,95-99,460*-519*,265
1959,female,95-99,460*-519*,354
1960,female,95-99,460*-519*,450
1961,female,95-99,460*-519*,303
1962,female,95-99,460*-519*,417
1963,female,95-99,460*-519*,496
1964,female,95-99,460*-519*,336
1965,female,95-99,460*-519*,507
1966,female,95-99,460*-519*,383
1967,female,95-99,460*-519*,524
1968,female,95-99,460*-519*,606
1969,female,95-99,460*-519*,521
1970,female,95-99,460*-519*,488
1971,female,95-99,460*-519*,600
1972,female,95-99,460*-519*,499
1973,female,95-99,460*-519*,734
1974,female,95-99,460*-519*,575
1975,female,95-99,460*-519*,638
1976,female,95-99,460*-519*,779
1977,female,95-99,460*-519*,689
1978,female,95-99,460*-519*,754
1979,female,95-99,460*-519*,660
1980,female,95-99,460*-519*,746
1981,female,95-99,460*-519*,979
1982,female,95-99,460*-519*,767
1983,female,95-99,460*-519*,1022
1984,female,95-99,460*-519*,899
1985,female,95-99,460*-519*,1015
1986,female,95-99,460*-519*,1190
1987,female,95-99,460*-519*,938
1988,female,95-99,460*-519*,1048
1989,female,95-99,460*-519*,1289
1990,female,95-99,460*-519*,1436
1991,female,95-99,460*-519*,1310
1992,female,95-99,460*-519*,1509
1993,female,95-99,460*-519*,1741
